"","Year","Index","Roa","TobinsQ","FinancialLeverage","Growth","FirmSize","Industry","CarbonProductivity","WaterProductivity","WasteProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"705",2014,235,0.2182,1.48613969608961,NA,0.2965,22.2642107529352,4,0.02,0,0,0,0,0
"706",2012,236,0.0358,-0.22314355131421,0.48,0.0865,25.0471070600104,2,0.47,0.57,0,0,1,1
"707",2013,236,0.0529,0.048790164169432,0.45,0.1109,25.0076382968048,2,0.09,0.09,0,1,1,1
"708",2014,236,0.0313,0.139761942375159,0.5,0.0638,24.9251934431794,2,0.1,0.11,0,1,1,1
"710",2013,237,0.0038,-2.65926003693278,0.35,0.0476,27.5091878893108,4,0.12,0.09,0.09,1,1,1
"711",2014,237,0.0069,-2.52572864430826,0.27,0.0844,27.5282539014233,4,0.12,0.1,0.1,1,1,1
"712",2012,238,0.1059,NA,NA,0.0471,21.1366991147038,3,0,0,0,0,0,0
"713",2013,238,0.0766,NA,0.02,0.0353,21.2880113027018,3,0,0,0,0,0,0
"714",2014,238,0.0412,NA,0.23,0.0211,21.4503312357098,3,0,0,0,0,0,0
"715",2012,239,0.04,-0.0725706928348354,0.35,0.0432,22.564400061342,1,0.05,0.07,0.09,0,0,1
"716",2013,239,0.0471,0.27763173659828,0.48,0.0475,22.8626258688375,1,0.02,0.01,0.01,0,0,1
"717",2014,239,0.0634,0.343589704390077,0.32,0.0682,22.8378331806016,1,0.02,0.01,0.02,0,1,1
"718",2012,240,0.2007,NA,81.45,0.1549,21.9044407325963,2,0.39,0.59,0,0,1,1
"719",2013,240,0.193,NA,3.46,0.1546,21.9043793471263,2,0.13,0.12,0.11,1,1,1
"720",2014,240,0.1985,NA,2.62,0.1632,21.9685725047653,2,0.13,0,0,1,1,1
"721",2012,241,0.0988,0.797507195884188,0.46,0.1016,22.1499821125652,2,0.77,0.79,0.41,1,1,0
"722",2013,241,0.0903,0.783901543828409,0.53,0.0943,22.2161699331246,2,0.11,0.13,0.06,1,1,0
"723",2014,241,0.0988,0.845868267577609,0.57,0.1032,22.208047144781,2,0.1,0.11,0.07,1,1,0
"724",2012,242,0.0208,-1.17118298150295,0.38,0.0834,23.2537829979865,4,0.1,0,0,0,0,1
"725",2013,242,0.0154,-1.27296567581289,0.34,0.065,23.8994846513486,4,0.02,0,0,0,1,1
"726",2014,242,0.0127,-1.27296567581289,0.3,0.061,23.9501098314638,4,0.03,0,0,0,1,1
"727",2012,243,0.0741,0.157003748809665,0.41,0.0986,23.5136944773145,4,0.17,0,0,0,1,1
"728",2013,243,0.0816,0.451075619360217,0.33,0.1107,23.5553020178296,4,0.02,0,0,1,1,1
"729",2014,243,0.0841,0.598836501088704,0.48,0.1131,23.6047089640983,4,0.02,0,0,1,1,1
"731",2013,244,0.1382,1.01160091167848,0.25,0.1509,24.2363027003641,6,0.03,0.03,0.02,1,1,1
"732",2014,244,0.1529,1.26976054486394,0.52,0.1557,24.1658930283717,6,0.04,0.05,0.03,1,1,1
"733",2012,245,0.2827,NA,0,0.165,20.765678565578,2,0,0,0,0,0,0
"734",2013,245,0.2749,NA,0,0.1508,21.0742810950357,2,0,0,0,0,0,0
"735",2014,245,0.2877,NA,0,0.196,21.3853737449092,2,0.01,0,0,0,0,0
"736",2012,246,0.1156,0.78845736036427,3.92,0.2389,24.2879699933598,2,0.72,0.73,0.61,0,1,1
"737",2013,246,0.1292,0.959350221334602,3.4,0.2568,24.2745771904536,2,0.12,0.05,0.12,0,1,1
"738",2014,246,0.1459,1.17865499634165,4.54,0.2819,24.2635002606258,2,0.13,0.03,0.1,0,1,1
"739",2012,247,0.1021,0.693147180559945,0.17,0.1514,23.838557345558,8,0.59,0.39,0.8,1,1,0
"740",2013,247,0.1214,0.858661619037519,0.16,0.167,23.904647457387,8,0.06,0.09,0.11,1,1,1
"741",2014,247,0.1285,0.963174317773006,0.96,0.1728,23.8747189854972,8,0.09,0.13,0.13,1,1,1
"742",2012,248,0.1189,0.0953101798043249,0.08,0.1738,23.5820322554272,8,0.5,0.33,0.18,1,1,1
"743",2013,248,0.1086,-0.210721031315653,0.08,0.1894,23.6964457060299,8,0.05,0.02,0.01,1,1,1
"744",2014,248,0.0563,-0.0725706928348354,0.35,0.1136,23.6292375032928,8,0.05,0.02,0,1,1,1
"745",2012,249,0.1277,-0.328504066972036,0.29,0.0411,24.0273280411753,3,0.24,0,0.15,1,0,0
"746",2013,249,0.0758,-0.0202027073175195,0.31,0.021,24.0691266735691,3,0.07,0,0.08,1,0,0
"747",2014,249,0.0856,-0.0618754037180875,0.61,0.0258,24.1396801844134,3,0.08,0,0.09,1,0,0
"748",2012,250,0.0584,0.157003748809665,0.31,0.1304,25.3879494393555,5,0.28,0.2,0.2,0,1,1
"749",2013,250,0.0416,0.343589704390077,0.41,0.1,25.3833502538119,5,0.04,0.06,0.1,1,1,1
"750",2014,250,0.1169,0.524728528934982,0.38,0.2822,25.311645853627,5,0.04,0.05,0.09,1,1,1
"751",2012,251,0.0475,-0.174353387144778,0.36,0.1008,24.2873187581135,3,0.43,0,0,1,1,0
"752",2013,251,0.0494,-0.0943106794712413,0.33,0.1209,24.2961731148079,3,0.06,0,0,1,1,0
"753",2014,251,0.085,-0.400477566597125,0.25,0.2808,24.3070902842855,3,0.05,0,0,1,1,0
"754",2012,252,1e-04,-1.23787435600162,2.8,-0.0012,27.3837897690852,4,0.35,0,0.84,0,1,1
"755",2013,252,0.0033,-1.27296567581289,2.45,0.0865,27.4479416720107,4,0.04,0,0.12,1,1,1
"756",2014,252,0.0039,-0.867500567704723,2.35,0.0971,27.4097632855246,4,0.07,0,0,1,1,1
"758",2013,253,0.1658,0.518793793415168,0.16,0.2808,25.682123508861,7,0.03,0.06,0.08,1,1,1
"759",2014,253,0.1402,0.636576829071551,0.23,0.2542,25.8729903834445,7,0.14,0.08,0.1,1,1,1
"760",2012,254,0.0662,0.0392207131532813,0.57,0.1013,23.2632129184922,7,0.54,0.66,0.67,0,0,1
"761",2013,254,0.0896,0.29266961396282,0.67,0.1264,23.1956780891527,7,0.02,0,0.01,1,1,1
"762",2014,254,0.1166,0.262364264467491,1.24,0.2209,23.0672807397036,7,0.02,0.01,0.03,1,1,1
"763",2012,255,0.0118,-1.83258146374831,0.34,0.2235,25.14221249936,4,0.12,0,0,1,1,0
"764",2013,255,0.0126,-1.83258146374831,0.35,0.2341,25.1678257531393,4,0.01,0,0,1,1,0
"765",2014,255,0.0108,-1.83258146374831,0.58,0.2196,25.294729641867,4,0.03,0,0,1,1,0
"766",2012,256,-0.071,-0.843970070294529,0.39,-0.1253,23.3673107080727,7,0.13,0,0,0,0,1
"767",2013,256,0.0712,0.0953101798043249,0.48,0.1312,23.7084425965609,7,0.02,0,0,0,0,1
"768",2014,256,0.1463,0.524728528934982,0.47,0.1861,23.8386460727663,7,0.03,0,0,0,0,1
"769",2012,257,0.1065,0.698134722070984,NA,0.1609,22.0420840329414,7,0.42,0.45,0.53,0,0,0
"770",2013,257,0.1186,0.536493370514568,0.2,0.1863,22.1818808596459,7,0.06,0.06,0.06,0,0,1
"771",2014,257,0.0851,0.698134722070984,0.41,0.1446,22.1403318567331,7,0.07,0.05,0.07,0,0,1
"772",2012,258,0.0545,0.19062035960865,1.6,0.0943,23.2024810713122,5,0,0,0,0,0,0
"773",2013,258,0.0459,0.371563556432483,2.58,0.0903,23.4469268855628,5,0,0,0,0,0,0
"774",2014,258,0.0597,0.488580014818671,1.76,0.1204,23.4887670016843,5,0.06,0,0,0,0,0
"775",2012,259,0.0604,0.215111379616945,0.45,0.2432,23.5885476811163,3,0.3,0.5,0,0,1,0
"776",2013,259,0.0526,0.385262400790645,0.5,0.195,23.700935967682,3,0.06,0.06,0,0,1,0
"777",2014,259,0.0575,0.00995033085316809,0.59,0.238,23.8391339317404,3,0.07,0,0,0,1,0
"778",2012,260,0.0314,-0.139262067333508,1.44,0.134,24.8889848768232,11,0.18,0.14,0,1,0,0
"779",2013,260,0.0285,-0.0725706928348354,1.33,0.1261,24.961797319481,11,0.05,0.03,0,1,1,0
"780",2014,260,0.0342,-0.0100503358535015,1.22,0.1448,25.0398068354442,11,0.06,0.02,0,1,1,0
"781",2012,261,0.0633,-0.116533816255952,0.46,0.1833,24.1127279623901,8,0.13,0.05,0.03,1,1,1
"782",2013,261,-0.0905,-0.478035800943,0.6,-0.2958,23.9326568226034,8,0.05,0.01,0.01,1,1,1
"783",2014,261,0.0205,-0.673344553263766,0.63,0.0697,23.9387760043383,8,0.06,0.02,0.02,1,1,1
"784",2012,262,0.0049,0.19062035960865,0.54,0.0048,22.1015003042106,1,0,0,0,0,0,0
"785",2013,262,0.024,1.38128181929635,0.37,0.0257,22.4119885699301,1,0,0,0,0,0,1
"786",2014,262,0.0428,1.05779029414785,0.48,0.0485,22.6772364132998,1,0.1,0,0,0,0,1
"787",2012,263,0.1459,0.871293365943419,0.02,0.0921,23.4425856303069,1,0.62,0.92,0.8,1,1,1
"788",2013,263,0.1504,1.24126858906963,0.11,0.0982,23.6035872589891,1,0.03,0.11,0.12,1,1,1
"789",2014,263,0.1489,1.40118297361364,0.11,0.0969,23.676612394004,1,0.11,0.14,0.12,1,1,1
"790",2012,264,0.0188,NA,1.26,0.0486,23.4032594402661,6,0,0,0,0,0,0
"791",2013,264,0.0491,NA,1.13,0.1298,23.466039474107,6,0,0,0,0,0,0
"792",2014,264,0.0249,NA,1.28,0.0611,23.4560736891743,6,0.06,0,0,0,0,0
"793",2012,265,0.014,NA,0.06,0.7608,25.6169927127969,4,0,0,0,0,0,0
"794",2013,265,0.034,NA,0.07,0.9158,25.1290334120021,4,0,0,0,0,0,0
"795",2014,265,-0.0107,NA,0.1,NA,25.2046286272064,4,0,0,0,0,0,0
"796",2012,266,0.0761,-0.400477566597125,0.41,0.0784,24.0020318963877,6,0.36,0,0.51,1,1,1
"797",2013,266,0.0738,0.0295588022415444,0.56,0.0792,23.9959098910228,6,0.06,0,0,1,1,1
"798",2014,266,0.0781,0.231111720963387,0.82,0.0863,24.0031238667494,6,0.03,0,0,1,1,1
"799",2012,267,0.0874,-0.342490308946776,0.16,0.1243,24.1727453172266,3,0,0,0,1,0,0
"800",2013,267,0.0702,-0.23572233352107,0.14,0.1018,24.2732279918737,3,0,0,0,1,0,0
"801",2014,267,0.0732,-0.430782916092454,0.15,0.1167,24.2366603115254,3,0.08,0,0,1,0,0
"802",2012,268,-0.0781,NA,NA,-0.1532,19.9853513895039,7,0,0,0,0,0,0
"803",2013,268,-0.0895,NA,NA,-0.1736,20.8785587213524,7,0,0,0,0,0,0
"804",2014,268,-0.1383,1.92278773163446,NA,-0.2628,21.077437650667,7,0.03,0,0,0,0,0
"805",2012,269,0.0591,-0.0943106794712413,0.86,0.1576,24.1357987282723,6,0.46,0,0,0,1,1
"806",2013,269,0.0606,0.122217632724249,0.79,0.1692,24.2039827125066,6,0.05,0,0.11,1,1,1
"807",2014,269,0.0607,0.231111720963387,0.72,0.1715,24.227049890717,6,0.05,0,0.08,1,1,1
"808",2012,270,0.007,NA,0.59,0.1764,25.3027468639567,4,0.37,0.28,0,0,0,1
"809",2013,270,0.0073,NA,0.43,0.1855,25.3574830437528,4,0.03,0,0,0,0,1
"810",2014,270,0.0075,NA,0.63,0.1852,25.4232597207893,4,0.03,0,0,0,0,1
"811",2012,271,0.035,-0.0512932943875506,0.44,0.0259,23.3731259628173,8,0,0,0,0,0,0
"812",2013,271,0.0331,0.104360015324243,0.57,0.0255,23.4447586137451,8,0,0,0,0,0,0
"813",2014,271,0.0462,0,0.56,0.0337,23.4715618666171,8,0.05,0,0,0,0,0
"815",2013,272,0.094,0,NA,0.1314,22.7044052273359,7,0.11,0.11,0.09,1,0,1
"816",2014,272,0.0644,0.0953101798043249,0.31,0.1065,22.6974857422131,7,0.11,0.1,0.12,1,1,1
"817",2012,273,0.0648,0.173953307123438,0.85,0.068,22.5513572354219,1,0.13,0,0.28,0,1,0
"818",2013,273,0.0772,0.500775287912489,0.8,0.0834,22.5265750174027,1,0.03,0.13,0.1,0,1,1
"819",2014,273,0.0593,0.598836501088704,1.13,0.066,22.6225484815969,1,0.04,0.1,0.08,0,1,1
"820",2012,274,0.0232,0.494696241836107,1.6,0.2409,22.4176629053377,4,0,0,0,0,0,0
"821",2013,274,0.0265,0.2390169004705,0.87,0.2616,23.0182663395154,4,0,0,0,0,0,0
"822",2014,274,0.0217,0.385262400790645,0.94,0.2438,23.1223079064674,4,0.09,0,0,0,0,0
"823",2012,275,0.0244,-0.105360515657826,3.06,0.0285,23.4867680894725,3,0.52,0,0,0,0,0
"824",2013,275,0.0159,0.0861776962410524,3.32,0.0183,23.5972573910349,3,0.12,0,0,1,0,0
"825",2014,275,0.019,0.198850858745165,12.15,0.0258,23.4514166601556,3,0.11,0,0,1,0,0
"826",2012,276,0.0458,-0.22314355131421,1.29,0.0686,23.8211891085398,1,0.44,0,0,0,0,0
"827",2013,276,0.0437,0.0769610411361284,1.13,0.0662,23.8187846202105,1,0.07,0,0,1,1,0
"828",2014,276,0.0496,0.139761942375159,1.6,0.0707,23.7940916682336,1,0.07,0,0,1,1,0
"829",2012,277,0.1314,0.582215619852664,0.31,0.2689,25.1010334146999,7,0.55,0,0,1,1,0
"830",2013,277,0.1364,0.570979546585738,0.41,0.2938,25.1687366441768,7,0.07,0,0,1,1,0
"831",2014,277,0.1273,0.598836501088704,0.48,0.2862,25.3112898640995,7,0.06,0.1,0.14,1,1,1
"832",2012,278,0.1041,0.625938430866495,0.52,0.0947,22.4723242904546,1,0,0,0,0,0,0
"833",2013,278,0.1135,0.879626747502564,0.71,0.1008,22.5261300859066,1,0,0,0,0,0,0
"834",2014,278,0.1234,1.15373158788919,0.69,0.1078,22.6012030024155,1,0.06,0,0,0,0,0
"835",2012,279,0.0739,0,0.18,0.1899,24.8854247987524,3,0.15,0.74,0.48,1,1,1
"836",2013,279,0.0881,0.0953101798043249,0.16,0.2409,24.9637721091303,3,0.03,0.01,0.07,1,1,1
"837",2014,279,0.0098,0.122217632724249,0.2,0.0319,24.7532318652323,3,0.03,0,0,1,1,1
"838",2012,280,0.0456,0.113328685307003,0.95,0.0209,23.680257282184,3,0,0,0,0,0,0
"839",2013,280,0.0488,0.2390169004705,0.88,0.0229,23.7368380286287,3,0,0,0,0,0,0
"840",2014,280,0.0415,0.254642218373581,1.08,0.0203,23.8258774721275,3,0,0,0,0,0,0
"841",2012,281,0.0923,NA,NA,0.2458,22.4679336986406,7,0,0,0,0,0,0
"842",2013,281,0.09,NA,NA,0.2446,22.5419917544043,7,0,0,0,0,0,0
"843",2014,281,0.1001,NA,NA,0.2491,22.5748653065305,7,0.06,0,0,0,0,0
"844",2012,282,0.0621,-0.328504066972036,0.78,0.067,23.6479209254832,6,0,0,0,0,0,0
"845",2013,282,0.0595,-0.127833371509885,0.91,0.0703,23.7546547877084,6,0.08,0,0,1,0,1
"846",2014,282,0.0657,0.0198026272961797,0.83,0.0733,23.749478817754,6,0.08,0,0,1,0,1
"847",2012,283,0.016,-0.527632742082372,0.96,0.0543,24.68310710583,11,0.44,0.04,0.26,1,1,1
"848",2013,283,0.0151,-0.527632742082372,0.89,0.0522,24.7415389622172,11,0.11,0.03,0.1,1,1,1
"849",2014,283,0.0248,-0.415515443961666,0.96,0.084,24.8197248288524,11,0.11,0.06,0.1,1,1,1
"850",2012,284,0.2694,NA,0.24,0.2698,22.6057403992655,1,0,0,0,0,0,0
"851",2013,284,0.2225,NA,0.25,0.2786,23.0692934877833,1,0,0,0,0,0,0
"852",2014,284,0.1908,NA,0.45,0.2869,23.4273749488154,1,0.08,0,0,0,0,0
"853",2012,285,0.0414,-0.356674943938732,0.62,0.1304,24.1803708505469,11,0.36,0,0,1,0,1
"854",2013,285,0.0387,-0.328504066972036,0.68,0.1247,24.2051826203499,11,0,0,0,1,0,1
"855",2014,285,0.0447,-0.210721031315653,0.68,0.1394,24.2880832083836,11,0.04,0,0,1,0,1
"856",2012,286,0.0837,0.536493370514568,1.06,0.0942,25.0359155978425,2,0.32,0.36,0.13,1,1,1
"857",2013,286,0.0885,0.641853886172395,1,0.1014,25.073259862039,2,0.04,0.08,0.08,1,1,1
"858",2014,286,0.0879,0.832909122935104,1.37,0.0975,24.9790061981913,2,0.03,0.08,0.07,1,1,1
"859",2012,287,0.0779,-0.0408219945202552,0.38,0.247,25.9479258990056,5,0.34,0.28,0.25,1,1,1
"860",2013,287,0.1229,0.122217632724249,0.4,0.4265,25.8713473507223,5,0.06,0.03,0.04,1,1,1
"861",2014,287,0.0535,0.148420005118273,0.44,0.1841,25.8547904483181,5,0.06,0.09,0.04,1,1,1
"863",2013,288,0.0048,-2.65926003693278,0.27,0.0947,26.0617217645272,4,0.03,0.01,0.04,1,1,1
"864",2014,288,0.0052,-2.65926003693278,0.25,0.106,26.1127347481499,4,0.03,0.02,0.03,1,1,1
"866",2013,289,0.0815,0.548121408509688,0.29,0.1315,25.6855998473517,2,0.07,0.04,0.11,1,1,0
"867",2014,289,0.0803,0.667829372575655,0.29,0.1371,25.6378526787823,2,0.05,0.05,0,1,1,0
"868",2012,290,0.0405,-0.82098055206983,0.32,0.0528,23.8453972539968,4,0,0,0,0,0,0
"869",2013,290,0.0495,-0.510825623765991,0.3,0.0641,23.9181767843608,4,0,0,0,0,0,0
"870",2014,290,0.051,-0.579818495252942,0.31,0.066,23.9731751043948,4,0.03,0,0,0,0,0
"871",2012,291,0.1044,0.0953101798043249,0.31,0.0876,23.162247302089,6,0.27,0,0,0,1,0
"872",2013,291,0.08,0.350656871613169,0.26,0.0729,23.2522691137883,6,0.06,0,0,0,1,0
"873",2014,291,0.0807,0.343589704390077,0.23,0.0788,23.3090730716701,6,0.06,0,0,0,1,0
"874",2012,292,-0.0029,0.0769610411361284,0.94,-0.0404,24.030518772432,4,0.97,0,0,1,1,1
"875",2013,292,0.0122,0.113328685307003,0.66,0.2008,23.9248734202481,4,0.14,0.04,0.07,1,1,1
"876",2014,292,0.0247,0.207014169384326,0.68,0.4038,23.9743377600309,4,0.12,0.03,0.05,1,1,1
"877",2012,293,0.2393,1.42310833424261,NA,0.2789,24.3521298586504,2,0.81,0.93,0.64,1,0,1
"878",2013,293,0.225,1.44926916028128,NA,0.2733,24.3652633051602,2,0.09,0.13,0.08,1,0,1
"879",2014,293,0.2034,1.46787434811231,NA,0.2506,24.2839425331539,2,0.1,0.11,0.09,1,1,1
"880",2012,294,0.0098,-1.66073120682165,0.75,0.1826,26.4439283717031,4,0.14,0.08,0,1,0,1
"881",2013,294,0.0127,-1.51412773262978,0.87,0.248,26.4925114051913,4,0.03,0.02,0.06,1,0,1
"882",2014,294,0.0119,-1.6094379124341,1.08,0.2567,26.567018927856,4,0.03,0.02,0.04,1,0,1
"883",2012,295,0.0622,0.27763173659828,0.83,0.0619,23.4882003402493,8,0.33,0.19,0.35,0,1,0
"884",2013,295,0.2036,0.518793793415168,0.68,0.2139,23.4872551903727,8,0.11,0,0,1,1,0
"885",2014,295,0.1257,0.647103242058538,0.68,0.1368,23.5901983631088,8,0.1,0.14,0.05,1,1,0
"886",2012,296,0.035,-0.22314355131421,1.79,0.1231,24.4991024999162,11,0,0,0,0,0,0
"887",2013,296,0.025,-0.198450938723838,1.65,0.0948,24.5575218765684,11,0,0,0.11,0,0,0
"888",2014,296,0.0363,-0.174353387144778,1.38,0.1503,24.6123067659826,11,0.03,0,0.11,0,0,0
"890",2013,297,-9e-04,-2.52572864430826,0.76,-0.0161,27.3187471258165,4,0.06,0.05,0.08,1,1,0
"891",2014,297,0.002,-2.40794560865187,0.47,0.0274,27.3653027326885,4,0.07,0.06,0.08,1,1,0
"892",2012,298,0.0903,-0.328504066972036,0.34,0.0229,24.5959865258918,3,0,0,0,0,0,1
"893",2013,298,0.076,-0.0943106794712413,0.28,0.0217,24.631240659528,3,0,0,0,0,0,1
"894",2014,298,0.0967,-0.162518929497775,0.36,0.0295,24.6097864019621,3,0.09,0,0,0,0,1
"895",2012,299,0.0982,0.76080582903376,1.1,0.1507,23.6186251363536,8,0.21,0.55,0.87,1,1,1
"896",2013,299,0.0915,0.819779831493311,1.21,0.1472,23.7316675136011,8,0.02,0.07,0.11,1,1,1
"897",2014,299,0.0846,0.841567185678219,1.54,0.138,23.7090487796467,8,0.02,0.08,0.13,1,1,1
"898",2012,300,0.0154,0.254642218373581,0.65,0.0673,23.2935111460671,3,0,0,0,0,0,0
"899",2013,300,-0.0661,0.837247524533702,0.4,-0.2403,23.2322958316316,3,0,0,0,0,0,0
"900",2014,300,0.0683,0.470003629245736,0.31,0.215,23.4263704956556,3,0.02,0,0,0,0,0
"902",2013,301,0.1548,0.867100487683383,4e-04,0.2756,24.5413297494412,7,0.12,0.15,0.06,0,1,1
"903",2014,301,0.1693,0.78845736036427,0,0.3008,24.6063542452764,7,0,0.13,0.05,0,1,1
"904",2012,302,0.0775,NA,0.96,0.1532,23.5300748100719,2,0.39,0.61,0.39,1,0,1
"905",2013,302,0.1075,NA,0.99,0.2086,23.5300748100719,2,0.02,0.05,0.01,1,0,1
"906",2014,302,0.0961,NA,1.02,0.1735,23.4577632080635,2,0.03,0.06,0.02,1,0,1
"907",2012,303,9e-04,-0.116533816255952,0.84,0.0024,23.7103573867374,1,0.06,0.62,0.72,1,1,1
"908",2013,303,0.0237,0.00995033085316809,0.74,0.0595,23.7226414654152,1,0.01,0.1,0.08,1,1,1
"909",2014,303,0.0375,0.3293037471426,0.92,0.0946,23.7540273594198,1,0.01,0.09,0.09,1,1,1
"910",2012,304,0.4408,2.03339760317843,0.24,0.5443,21.4558692798388,5,0,0,0,0,0,0
"911",2013,304,0.1687,2.18605127673809,0.16,0.2016,21.8054099329072,5,0,0,0,0,0,0
"912",2014,304,0.102,2.36273901581379,0.06,0.1235,22.0770370063607,5,0.08,0,0,0,0,0
"913",2012,305,0.008,-2.40794560865187,0.39,0.1815,25.5219200469346,4,0,0,0,0,0,0
"914",2013,305,0.0091,-2.20727491318972,0.32,0.2052,25.4888186722097,4,0,0,0,0,0,0
"915",2014,305,0.0093,-2.12026353620009,0.21,0.2138,25.5080789955227,4,0.01,0,0,0,0,0
"916",2012,306,0.0625,1.23547147138531,NA,0.1294,21.7023435569193,7,0,0,0,0,0,0
"917",2013,306,0.0566,1.08518926833597,NA,0.113,21.7578727956386,7,0,0,0,0,0,0
"918",2014,306,0.0602,1.18172719537862,NA,0.1162,21.8569234673573,7,0.05,0,0,0,0,0
"919",2012,307,0.131,0.765467842139571,0.08,0.0993,22.4260483623598,1,0,0,0,0,0,0
"920",2013,307,0.1384,0.819779831493311,0.1383,0.108,22.5249756370276,1,0.07,0,0,0,0,0
"921",2014,307,0.1349,0.806475865866949,0.14,0.1042,22.570775321279,1,0.04,0,0,0,0,0
"922",2012,308,0.1347,0.631271776841858,0.49,0.1175,22.4656774865441,6,0.48,0.89,0.84,1,1,1
"923",2013,308,0.1316,0.936093359170335,0.35,0.1189,22.5051096413871,6,0.08,0.12,0.09,1,1,1
"924",2014,308,0.1368,0.802001585472027,0.34,0.1247,22.5481376576247,6,0.1,0.12,0.11,1,1,1
"925",2012,309,0.078,0.559615787935423,0.41,0.1615,22.6792824574225,6,0,0,0,0,0,0
"926",2013,309,0.0706,0.598836501088704,0.58,0.1662,22.8255667264473,6,0,0,0,0,0,0
"927",2014,309,0.0778,0.703097511413113,0.46,0.182,22.8530361204825,6,0.07,0,0,0,0,0
"928",2012,310,0.2048,1.28093384546206,0.1,0.0763,22.0174449091585,1,0,0,0,0,0,0
"929",2013,310,0.2257,1.42069578783722,0.08,0.0809,22.0962216336271,1,0,0,0,0,0,0
"930",2014,310,0.2213,1.28093384546206,0.07,0.0818,22.2642107529352,1,0.01,0,0,0,0,0
"931",2012,311,0.0292,-0.083381608939051,0.92,0.0704,23.6996572765613,6,0,0,0,0,0,0
"932",2013,311,0.0298,-0.0304592074847086,0.89,0.07,23.7164548792276,6,0.01,0,0,1,0,1
"933",2014,311,0.0274,0.0769610411361284,0.91,0.0623,23.7236870999865,6,0.01,0,0,1,0,1
"934",2012,312,0.0719,-0.27443684570176,0.59,0.0773,24.0074049202666,6,0.58,0.65,0.83,0,1,1
"935",2013,312,0.0758,-0.0512932943875506,0.42,0.0842,23.9800923380431,6,0.09,0.08,0.07,1,1,1
"936",2014,312,0.0833,0.207014169384326,0.56,0.0983,24.0518925257737,6,0.09,0.09,0.14,1,1,1
"937",2012,313,-0.0857,-0.371063681390832,3.38,-0.1224,24.6662059450093,10,0.35,0.63,0.49,1,1,1
"938",2013,313,-0.027,NA,1.25,-0.1101,25.1787171746846,10,0.11,0.07,0.05,1,1,1
"939",2014,313,-0.0389,NA,1.4696,NA,25.1425641712955,10,0.11,0,0,1,1,1
"940",2012,314,-0.0355,0.774727167552368,7.47,-0.1898,22.6127567946678,10,0,0,0,0,0,0
