Ticker;Companies;Year;TobinsQ
JWN;202;2013;1,43
JWN;202;2014;1,59
JWN;202;2015;1,65
JWN;202;2016;1,46
K;203;2012;1,81
K;203;2013;1,88
K;203;2014;1,99
K;203;2015;2,19
K;203;2016;2,26
KEY;204;2012;0,12
KEY;204;2013;0,16
KEY;204;2014;0,18
KEY;204;2015;0,21
KEY;204;2016;0,24
KIM;205;2012;1,20
KIM;205;2013;1,24
KIM;205;2014;1,41
KIM;205;2015;1,41
KIM;205;2016;1,38
KLAC;206;2012;1,06
KLAC;206;2013;1,45
KLAC;206;2014;2,34
KLAC;206;2015;2,44
KLAC;206;2016;2,39
KMB;207;2012;1,82
KMB;207;2013;2,26
KMB;207;2014;3,12
KMB;207;2015;3,57
KMB;207;2016;3,28
KMI;208;2012;1,03
KMI;208;2013;0,97
KMI;208;2014;1,60
KMI;208;2015;0,91
KMI;208;2016;1,07
KMX;209;2012;1,29
KMX;209;2013;1,43
KMX;209;2014;1,45
KMX;209;2015;1,36
KMX;209;2016;1,28
KO;210;2012;2,02
KO;210;2013;2,19
KO;210;2014;2,20
KO;210;2015;2,31
KO;210;2016;2,29
KR;211;2012;
KR;211;2013;
KR;211;2014;
KR;211;2015;
KR;211;2016;
KSS;212;2012;0,84
KSS;212;2013;0,84
KSS;212;2014;0,76
KSS;212;2015;0,63
KSS;212;2016;0,59
KSU;213;2012;1,66
KSU;213;2013;2,06
KSU;213;2014;1,94
KSU;213;2015;1,24
KSU;213;2016;1,30
L;214;2012;0,20
L;214;2013;0,24
L;214;2014;0,16
L;214;2015;0,14
L;214;2016;0,18
LB;215;2012;2,69
LB;215;2013;3,33
LB;215;2014;3,47
LB;215;2015;4,00
LB;215;2016;3,32
LH;216;2012;1,46
LH;216;2013;1,44
LH;216;2014;1,51
LH;216;2015;1,24
LH;216;2016;1,25
LLL;217;2012;0,63
LLL;217;2013;0,77
LLL;217;2014;0,82
LLL;217;2015;0,92
LLL;217;2016;1,13
LLTC;218;2012;
LLTC;218;2013;
LLTC;218;2014;
LLTC;218;2015;
LLTC;218;2016;
LLY;219;2012;1,67
LLY;219;2013;1,62
LLY;219;2014;2,20
LLY;219;2015;2,72
LLY;219;2016;2,20
LMT;220;2012;0,88
LMT;220;2013;1,43
LMT;220;2014;1,78
LMT;220;2015;1,62
LMT;220;2016;1,76
LNC;221;2012;0,05
LNC;221;2013;0,08
LNC;221;2014;0,08
LNC;221;2015;0,08
LNC;221;2016;0,09
LNG;222;2012;1,25
LNG;222;2013;1,60
LNG;222;2014;1,94
LNG;222;2015;1,28
LNG;222;2016;1,28
LOW;223;2012;1,29
LOW;223;2013;1,78
LOW;223;2014;1,92
LOW;223;2015;2,35
LOW;223;2016;2,05
LRCX;224;2012;
LRCX;224;2013;
LRCX;224;2014;
LRCX;224;2015;
LRCX;224;2016;
LTRPA;225;2012;
LTRPA;225;2013;
LTRPA;225;2014;0,31
LTRPA;225;2015;0,32
LTRPA;225;2016;0,15
LUV;226;2012;0,58
LUV;226;2013;0,86
LUV;226;2014;1,67
LUV;226;2015;1,59
LUV;226;2016;1,54
LVS;227;2012;2,09
LVS;227;2013;3,15
LVS;227;2014;2,41
LVS;227;2015;2,06
LVS;227;2016;2,52
LYB;228;2012;1,23
LYB;228;2013;1,49
LYB;228;2014;1,62
LYB;228;2015;1,78
LYB;228;2016;1,62
M;229;2012;0,88
M;229;2013;0,97
M;229;2014;1,11
M;229;2015;0,98
M;229;2016;0,76
MA;230;2012;6,22
MA;230;2013;9,05
MA;230;2014;6,26
MA;230;2015;6,60
MA;230;2016;5,93
MAC;231;2012;1,41
MAC;231;2013;1,45
MAC;231;2014;1,52
MAC;231;2015;1,62
MAC;231;2016;1,53
MAR;232;2012;2,43
MAR;232;2013;2,74
MAR;232;2014;3,95
MAR;232;2015;3,76
MAR;232;2016;1,75
MAS;233;2012;1,05
MAS;233;2013;1,25
MAS;233;2014;1,28
MAS;233;2015;1,91
MAS;233;2016;2,25
MAT;234;2012;1,81
MAT;234;2013;2,39
MAT;234;2014;1,56
MAT;234;2015;1,48
MAT;234;2016;1,66
MCD;235;2012;2,84
MCD;235;2013;2,96
MCD;235;2014;3,03
MCD;235;2015;3,28
MCD;235;2016;4,00
MCHP;236;2012;1,39
MCHP;236;2013;2,06
MCHP;236;2014;1,94
MCHP;236;2015;1,94
MCHP;236;2016;2,24
MCK;237;2012;0,70
MCK;237;2013;1,05
MCK;237;2014;0,96
MCK;237;2015;0,89
MCK;237;2016;0,60
MCO;238;2012;2,90
MCO;238;2013;3,88
MCO;238;2014;4,42
MCO;238;2015;4,12
MCO;238;2016;3,80
MDLZ;239;2012;0,80
MDLZ;239;2013;1,05
MDLZ;239;2014;1,15
MDLZ;239;2015;1,39
MDLZ;239;2016;1,41
MET;240;2012;0,06
MET;240;2013;0,07
MET;240;2014;0,08
MET;240;2015;0,07
MET;240;2016;0,07
MGLN;241;2012;
MGLN;241;2013;
MGLN;241;2014;
MGLN;241;2015;
MGLN;241;2016;
MGM ;242;2012;0,71
MGM ;242;2013;0,94
MGM ;242;2014;0,89
MGM ;242;2015;0,99
MGM ;242;2016;
MHK;243;2012;0,93
MHK;243;2013;1,32
MHK;243;2014;1,41
MHK;243;2015;1,53
MHK;243;2016;1,48
MJN;244;2012;
MJN;244;2013;
MJN;244;2014;
MJN;244;2015;
MJN;244;2016;
MKC;245;2012;2,22
MKC;245;2013;2,19
MKC;245;2014;2,33
MKC;245;2015;2,65
MKC;245;2016;2,69
MKL;246;2012;0,31
MKL;246;2013;0,28
MKL;246;2014;0,28
MKL;246;2015;0,36
MKL;246;2016;0,38
MMC;247;2012;1,17
MMC;247;2013;1,57
MMC;247;2014;1,82
MMC;247;2015;1,76
MMC;247;2016;2,12
MMM;248;2012;1,81
MMM;248;2013;2,75
MMM;248;2014;3,56
MMM;248;2015;2,94
MMM;248;2016;3,40
MNST;249;2012;
MNST;249;2013;
MNST;249;2014;
MNST;249;2015;
MNST;249;2016;
MO;250;2012;2,20
MO;250;2013;2,61
MO;250;2014;3,25
MO;250;2015;4,10
MO;250;2016;3,17
MON;251;2012;2,00
MON;251;2013;2,36
MON;251;2014;2,62
MON;251;2015;2,24
MON;251;2016;2,43
MOS;252;2012;1,10
MOS;252;2013;0,81
MOS;252;2014;0,93
MOS;252;2015;0,66
MOS;252;2016;0,74
MPC;253;2012;0,72
MPC;253;2013;0,98
MPC;253;2014;0,94
MPC;253;2015;0,84
MPC;253;2016;0,76
MRK;254;2012;1,17
MRK;254;2013;1,41
MRK;254;2014;1,69
MRK;254;2015;1,58
MRK;254;2016;1,81
MRO;255;2012;0,84
MRO;255;2013;0,91
MRO;255;2014;0,67
MRO;255;2015;0,46
MRO;255;2016;0,64
MS;256;2012;0,29
MS;256;2013;0,28
MS;256;2014;0,42
MS;256;2015;0,41
MS;256;2016;0,47
MSFT;257;2012;0,14
MSFT;257;2013;1,68
MSFT;257;2014;1,89
MSFT;257;2015;2,19
MSFT;257;2016;2,07
MSI;258;2012;1,04
MSI;258;2013;1,34
MSI;258;2014;1,30
MSI;258;2015;1,66
MSI;258;2016;2,04
MTB;259;2012;0,16
MTB;259;2013;0,16
MTB;259;2014;0,16
MTB;259;2015;0,16
MTB;259;2016;0,21
MU;260;2012;0,43
MU;260;2013;1,10
MU;260;2014;1,69
MU;260;2015;0,73
MU;260;2016;0,86
MXIM;261;2012;2,01
MXIM;261;2013;1,71
MXIM;261;2014;2,01
MXIM;261;2015;2,49
MXIM;261;2016;2,42
MYL;262;2012;1,21
MYL;262;2013;1,45
MYL;262;2014;1,63
MYL;262;2015;1,37
MYL;262;2016;0,95
NBL;263;2012;1,24
NBL;263;2013;1,47
NBL;263;2014;1,01
NBL;263;2015;0,89
NBL;263;2016;1,09
NEE;264;2012;0,87
NEE;264;2013;0,93
NEE;264;2014;0,99
NEE;264;2015;0,94
NEE;264;2016;0,97
NEM;265;2012;0,89
NEM;265;2013;0,62
NEM;265;2014;0,51
NEM;265;2015;0,47
NEM;265;2016;0,91
NFLX;266;2012;1,21
NFLX;266;2013;3,98
NFLX;266;2014;2,88
NFLX;266;2015;4,84
NFLX;266;2016;4,09
NKE;267;2012;2,39
NKE;267;2013;3,46
NKE;267;2014;4,06
NKE;267;2015;4,59
NKE;267;2016;3,34
NLSN;268;2012;
NLSN;268;2013;
NLSN;268;2014;
NLSN;268;2015;
NLSN;268;2016;
NLY;269;2012;-0,79
NLY;269;2013;-0,78
NLY;269;2014;-0,82
NLY;269;2015;-0,72
NLY;269;2016;-0,69
NOC;270;2012;0,67
NOC;270;2013;1,03
NOC;270;2014;1,26
NOC;270;2015;1,63
NOC;270;2016;1,82
NOV;271;2012;0,71
NOV;271;2013;0,79
NOV;271;2014;0,65
NOV;271;2015;0,35
NOV;271;2016;0,57
NOW;272;2012;
NOW;272;2013;
NOW;272;2014;6,84
NOW;272;2015;7,77
NOW;272;2016;6,24
NSC;273;2012;0,91
NSC;273;2013;1,13
NSC;273;2014;1,26
NSC;273;2015;1,01
NSC;273;2016;1,18
NTRS;274;2012;-0,18
NTRS;274;2013;-0,13
NTRS;274;2014;
NTRS;274;2015;
NTRS;274;2016;
NUE;275;2012;0,95
NUE;275;2013;1,11
NUE;275;2014;1,00
NUE;275;2015;0,89
NUE;275;2016;1,22
NVDA;276;2012;0,66
NVDA;276;2013;1,00
NVDA;276;2014;1,10
NVDA;276;2015;1,63
NVDA;276;2016;3,52
NWL;277;2012;1,19
NWL;277;2013;1,65
NWL;277;2014;1,82
NWL;277;2015;1,92
NWL;277;2016;0,88
O;278;2012;1,64
O;278;2013;1,27
O;278;2014;1,47
O;278;2015;1,54
O;278;2016;1,62
OKE;279;2012;0,90
OKE;279;2013;1,09
OKE;279;2014;1,22
OKE;279;2015;0,92
OKE;279;2016;1,33
OMC;280;2012;0,80
OMC;280;2013;1,08
OMC;280;2014;1,15
OMC;280;2015;1,08
OMC;280;2016;1,13
ORCL;281;2012;1,79
ORCL;281;2013;1,77
ORCL;281;2014;1,82
ORCL;281;2015;1,49
ORCL;281;2016;1,35
ORLY;282;2012;1,87
ORLY;282;2013;2,41
ORLY;282;2014;3,17
ORLY;282;2015;3,92
ORLY;282;2016;3,87
OXY;283;2012;1,00
OXY;283;2013;1,10
OXY;283;2014;1,13
OXY;283;2015;1,29
OXY;283;2016;1,44
PAA;284;2012;1,12
PAA;284;2013;1,27
PAA;284;2014;1,29
PAA;284;2015;0,90
PAA;284;2016;1,33
PAYX;285;2012;
PAYX;285;2013;
PAYX;285;2014;
PAYX;285;2015;
PAYX;285;2016;
PCAR;286;2012;0,72
PCAR;286;2013;0,88
PCAR;286;2014;1,02
PCAR;286;2015;0,67
PCAR;286;2016;1,00
PCG;287;2012;0,59
PCG;287;2013;0,59
PCG;287;2014;0,66
PCG;287;2015;0,67
PCG;287;2016;0,71
PCLN;288;2012;
PCLN;288;2013;
PCLN;288;2014;
PCLN;288;2015;
PCLN;288;2016;
PEG;289;2012;0,70
PEG;289;2013;0,72
PEG;289;2014;0,81
PEG;289;2015;0,76
PEG;289;2016;0,83
PEP;290;2012;1,71
PEP;290;2013;1,90
PEP;290;2014;2,30
PEP;290;2015;2,42
PEP;290;2016;2,37
PFE;291;2012;0,96
PFE;291;2013;1,13
PFE;291;2014;1,16
PFE;291;2015;1,28
PFE;291;2016;1,29
PFG;292;2012;0,04
PFG;292;2013;0,07
PFG;292;2014;0,07
PFG;292;2015;0,06
PFG;292;2016;0,07
PG;293;2012;1,51
PG;293;2013;1,73
PG;293;2014;1,95
PG;293;2015;1,77
PG;293;2016;2,01
PGR;294;2012;0,44
PGR;294;2013;0,60
PGR;294;2014;0,56
PGR;294;2015;0,58
PGR;294;2016;0,54
PH;295;2012;1,10
PH;295;2013;1,42
PH;295;2014;1,41
PH;295;2015;1,11
PH;295;2016;1,58
PLD;296;2012;1,08
PLD;296;2013;1,12
PLD;296;2014;1,23
PLD;296;2015;1,10
PLD;296;2016;1,27
PM;297;2012;4,15
PM;297;2013;4,26
PM;297;2014;4,34
PM;297;2015;4,74
PM;297;2016;4,52
PNC;298;2012;0,19
PNC;298;2013;0,22
PNC;298;2014;0,20
PNC;298;2015;0,21
PNC;298;2016;0,24
PPG;299;2012;1,32
PPG;299;2013;1,68
PPG;299;2014;1,91
PPG;299;2015;1,66
PPG;299;2016;1,64
PPL;300;2012;0,80
PPL;300;2013;0,82
PPL;300;2014;0,84
PPL;300;2015;1,09
PPL;300;2016;1,12
PRU;301;2012;0,06
PRU;301;2013;0,08
PRU;301;2014;0,09
PRU;301;2015;0,08
PRU;301;2016;0,08
PSX;302;2012;0,72
PSX;302;2013;0,91
PSX;302;2014;0,85
PSX;302;2015;0,98
PSX;302;2016;0,99
PX;303;2012;2,14
PX;303;2013;2,27
PX;303;2014;2,32
PX;303;2015;2,05
PX;303;2016;2,17
PXD;304;2012;1,29
PXD;304;2013;2,31
PXD;304;2014;1,60
PXD;304;2015;1,33
PXD;304;2016;1,72
QCOM;305;2012;2,10
QCOM;305;2013;2,38
QCOM;305;2014;2,20
QCOM;305;2015;1,41
QCOM;305;2016;1,88
RAI;306;2012;
RAI;306;2013;
RAI;306;2014;
RAI;306;2015;
RAI;306;2016;
RCL;307;2012;0,89
RCL;307;2013;1,01
RCL;307;2014;1,39
RCL;307;2015;1,60
RCL;307;2016;1,32
REGN;308;2012;7,64
REGN;308;2013;8,90
REGN;308;2014;10,62
REGN;308;2015;8,97
REGN;308;2016;
RF;309;2012;0,09
RF;309;2013;0,11
RF;309;2014;0,12
RF;309;2015;0,13
RF;309;2016;0,13
RHT;310;2012;3,44
RHT;310;2013;2,96
RHT;310;2014;3,26
RHT;310;2015;3,88
RHT;310;2016;3,55
RL;311;2012;2,15
RL;311;2013;2,27
RL;311;2014;2,24
RL;311;2015;1,22
RL;311;2016;1,03
ROK;312;2012;1,88
ROK;312;2013;2,55
ROK;312;2014;2,23
ROK;312;2015;1,93
ROK;312;2016;2,29
ROP;313;2012;1,75
ROP;313;2013;1,82
ROP;313;2014;2,02
ROP;313;2015;2,12
ROP;313;2016;1,68
ROST;314;2012;3,60
ROST;314;2013;4,14
ROST;314;2014;3,60
ROST;314;2015;4,15
ROST;314;2016;4,53
RSG;315;2012;0,92
RSG;315;2013;0,97
RSG;315;2014;1,08
RSG;315;2015;1,14
RSG;315;2016;1,34
RTN;316;2012;0,76
RTN;316;2013;0,95
RTN;316;2014;1,23
RTN;316;2015;1,33
RTN;316;2016;1,41
S;317;2012;0,69
S;317;2013;
S;317;2014;
S;317;2015;
S;317;2016;
SBAC;318;2012;2,17
SBAC;318;2013;2,56
SBAC;318;2014;2,82
SBAC;318;2015;2,96
SBAC ;318;2016;
SBUX;319;2012;4,46
SBUX;319;2013;5,90
SBUX;319;2014;5,07
SBUX;319;2015;7,17
SBUX;319;2016;5,98
SCHW;320;2012;0,28
SCHW;320;2013;0,36
SCHW;320;2014;0,34
SCHW;320;2015;0,30
SCHW;320;2016;0,31
SE;321;2012;
SE;321;2013;
SE;321;2014;
SE;321;2015;
SE;321;2016;
SHW;322;2012;2,62
SHW;322;2013;2,96
SHW;322;2014;4,59
SHW;322;2015;4,39
SHW;322;2016;3,76
SIRI;323;2012;1,98
SIRI;323;2013;2,90
SIRI;323;2014;2,99
SIRI;323;2015;3,52
SIRI;323;2016;3,62
SJM;324;2012;1,12
SJM;324;2013;1,38
SJM;324;2014;1,26
SJM;324;2015;1,12
SJM;324;2016;1,23
SLB;325;2012;1,46
SLB;325;2013;1,72
SLB;325;2014;1,63
SLB;325;2015;1,31
SLB;325;2016;1,60
SLG;326;2012;0,93
SLG;326;2013;1,03
SLG;326;2014;1,11
SLG;326;2015;1,06
SLG;326;2016;1,06
SNDK;327;2012;
SNDK;327;2013;
SNDK;327;2014;
SNDK;327;2015;
SNDK;327;2016;
SO;328;2012;0,92
SO;328;2013;0,89
SO;328;2014;0,97
SO;328;2015;0,89
SO;328;2016;0,86
SPG;329;2012;2,18
SPG;329;2013;2,05
SPG;329;2014;2,59
SPG;329;2015;2,69
SPG;329;2016;2,56
SRCL;330;2012;2,59
SRCL;330;2013;2,85
SRCL;330;2014;2,87
SRCL;330;2015;1,85
SRCL;330;2016;1,32
SRE;331;2012;0,80
SRE;331;2013;0,90
SRE;331;2014;1,02
SRE;331;2015;0,93
SRE;331;2016;0,89
STI;332;2012;0,12
STI;332;2013;0,19
STI;332;2014;0,18
STI;332;2015;0,15
STI;332;2016;0,17
STJ;333;2012;0,12
STJ;333;2013;0,19
STJ;333;2014;0,18
STJ;333;2015;0,15
STJ;333;2016;
STT;334;2012;-0,10
STT;334;2013;-0,10
STT;334;2014;-0,18
STT;334;2015;-0,09
STT;334;2016;-0,12
STZ;335;2012;1,06
STZ;335;2013;1,34
STZ;335;2014;1,60
STZ;335;2015;2,04
STZ;335;2016;2,00
SWK;336;2012;0,90
SWK;336;2013;0,94
SWK;336;2014;1,12
SWK;336;2015;1,25
SWK;336;2016;1,24
SYK;337;2012;1,24
SYK;337;2013;1,62
SYK;337;2014;2,01
SYK;337;2015;2,06
SYK;337;2016;2,30
SYMC;338;2012;1,06
SYMC;338;2013;1,31
SYMC;338;2014;1,41
SYMC;338;2015;1,05
SYMC;338;2016;1,09
SYY;339;2012;1,50
SYY;339;2013;1,63
SYY;339;2014;1,31
SYY;339;2015;1,88
SYY;339;2016;2,00
T;340;2012;0,97
T;340;2013;0,95
T;340;2014;0,85
T;340;2015;0,85
T;340;2016;0,96
TAP;341;2012;0,74
TAP;341;2013;0,91
TAP;341;2014;1,21
TAP;341;2015;1,65
TAP;341;2016;1,13
TDG;342;2012;1,89
TDG;342;2013;2,12
TDG;342;2014;2,36
TDG;342;2015;2,30
TDG;342;2016;2,22
TGT;343;2012;1,08
TGT;343;2013;1,19
TGT;343;2014;1,11
TGT;343;2015;1,40
TGT;343;2016;1,31
TIF;344;2012;1,41
TIF;344;2013;1,68
TIF;344;2014;2,09
TIF;344;2015;1,64
TIF;344;2016;1,39
TJX;345;2012;3,17
TJX;345;2013;3,95
TJX;345;2014;3,69
TJX;345;2015;4,00
TJX;345;2016;3,67
TMO;346;2012;0,99
TMO;346;2013;1,35
TMO;346;2014;1,43
TMO;346;2015;1,63
TMO;346;2016;1,50
TMUS;347;2012;0,11
TMUS;347;2013;0,81
TMUS;347;2014;0,67
TMUS;347;2015;0,84
TMUS;347;2016;1,06
TRI;348;2012;0,96
TRI;348;2013;1,21
TRI;348;2014;1,33
TRI;348;2015;1,29
TRI;348;2016;1,37
TRIP;349;2012;4,54
TRIP;349;2013;7,94
TRIP;349;2014;5,43
TRIP;349;2015;5,65
TRIP;349;2016;2,79
TROW;350;2012;
TROW;350;2013;
TROW;350;2014;
TROW;350;2015;
TROW;350;2016;
TRV;351;2012;0,23
TRV;351;2013;0,27
TRV;351;2014;0,29
TRV;351;2015;0,28
TRV;351;2016;0,29
TSCO;352;2012;3,26
TSCO;352;2013;5,34
TSCO;352;2014;4,95
TSCO;352;2015;4,58
TSCO;352;2016;3,53
TSLA;353;2012;3,85
TSLA;353;2013;7,66
TSLA;353;2014;4,93
TSLA;353;2015;3,92
TSLA;353;2016;1,51
TSN;354;2012;0,53
TSN;354;2013;0,90
TSN;354;2014;0,84
TSN;354;2015;1,00
TSN;354;2016;1,18
TWC;355;2012;
TWC;355;2013;
TWC;355;2014;
TWC;355;2015;
TWC;355;2016;
TWX;356;2012;0,88
TWX;356;2013;1,15
TWX;356;2014;1,40
TWX;356;2015;1,10
TWX;356;2016;1,41
TXN;357;2012;1,68
TXN;357;2013;2,45
TXN;357;2014;3,16
TXN;357;2015;3,33
TXN;357;2016;4,29
TXT;358;2012;0,64
TXT;358;2013;0,84
TXT;358;2014;0,89
TXT;358;2015;0,82
TXT;358;2016;0,85
UA;359;2012;
UA;359;2013;
UA;359;2014;
UA;359;2015;
UA;359;2016;2,89
UAL;360;2012;0,56
UAL;360;2013;0,74
UAL;360;2014;1,09
UAL;360;2015;0,86
UAL;360;2016;0,94
UHS;361;2012;0,97
UHS;361;2013;1,30
UHS;361;2014;1,53
UHS;361;2015;1,51
UHS;361;2016;1,35
UNH;362;2012;0,93
UNH;362;2013;1,18
UNH;362;2014;1,38
UNH;362;2015;1,34
UNH;362;2016;1,58
UNM;363;2012;0,09
UNM;363;2013;0,15
UNM;363;2014;0,14
UNM;363;2015;0,14
UNM;363;2016;0,18
UPS;364;2012;1,91
UPS;364;2013;2,81
UPS;364;2014;3,05
UPS;364;2015;2,46
UPS;364;2016;2,76
USB;365;2012;0,31
USB;365;2013;0,32
USB;365;2014;0,34
USB;365;2015;0,31
USB;365;2016;0,28
UTX;366;2012;1,02
UTX;366;2013;1,30
UTX;366;2014;1,25
UTX;366;2015;1,10
UTX;366;2016;1,16
V;367;2012;2,69
V;367;2013;3,79
V;367;2014;4,05
V;367;2015;3,32
V;367;2016;3,19
VFC;368;2012;1,70
VFC;368;2013;2,58
VFC;368;2014;3,18
VFC;368;2015;2,67
VFC;368;2016;2,22
VIA;369;2012;1,29
VIA;369;2013;1,60
VIA;369;2014;1,81
VIA;369;2015;1,28
VIA;369;2016;1,13
VLO;370;2012;
VLO;370;2013;
VLO;370;2014;
VLO;370;2015;
VLO;370;2016;
VMW;371;2012;3,55
VMW;371;2013;2,81
VMW;371;2014;2,11
VMW;371;2015;1,28
VMW;371;2016;1,67
VNO;372;2012;0,97
VNO;372;2013;1,10
VNO;372;2014;1,19
VNO;372;2015;1,18
VNO;372;2016;1,16
VRSK;373;2012;4,24
VRSK;373;2013;4,88
VRSK;373;2014;4,95
VRSK;373;2015;2,89
VRSK;373;2016;3,44
VRTX;374;2012;3,03
VRTX;374;2013;6,98
VRTX;374;2014;11,92
VRTX;374;2015;12,13
VRTX;374;2016;8,06
VTR;375;2012;1,37
VTR;375;2013;1,28
VTR;375;2014;1,46
VTR;375;2015;1,40
VTR;375;2016;1,48
VZ;376;2012;0,79
VZ;376;2013;0,68
VZ;376;2014;1,30
VZ;376;2015;1,25
VZ;376;2016;1,34
WAT;377;2012;2,15
WAT;377;2013;2,12
WAT;377;2014;2,16
WAT;377;2015;2,29
WAT;377;2016;2,00
WBA;378;2012;0,97
WBA;378;2013;1,59
WBA;378;2014;1,34
WBA;378;2015;1,47
WBA;378;2016;1,39
WDAY;379;2012;8,59
WDAY;379;2013;8,18
WDAY;379;2014;7,56
WDAY;379;2015;5,68
WDAY;379;2016;5,73
WDC;380;2012;0,59
WDC;380;2013;1,17
WDC;380;2014;1,49
WDC;380;2015;0,66
WDC;380;2016;0,93
WFC;381;2012;0,23
WFC;381;2013;0,27
WFC;381;2014;0,30
WFC;381;2015;0,34
WFC;381;2016;0,31
WFM;382;2012;
WFM;382;2013;
WFM;382;2014;
WFM;382;2015;
WFM;382;2016;
WHR;383;2012;0,63
WHR;383;2013;0,88
WHR;383;2014;0,95
WHR;383;2015;0,82
WHR;383;2016;0,92
WM;384;2012;1,10
WM;384;2013;1,35
WM;384;2014;1,50
WM;384;2015;1,61
WM;384;2016;1,94
WMB;385;2012;1,34
WMB;385;2013;1,40
WMB;385;2014;1,09
WMB;385;2015;0,90
WMB;385;2016;1,01
WMT;386;2012;1,48
WMT;386;2013;1,43
WMT;386;2014;1,41
WMT;386;2015;1,11
WMT;386;2016;1,27
WU;387;2012;1,17
WU;387;2013;1,26
WU;387;2014;1,25
WU;387;2015;1,27
WU;387;2016;1,49
WY;388;2012;1,48
WY;388;2013;1,55
WY;388;2014;1,69
WY;388;2015;1,44
WY;388;2016;1,50
WYN;389;2012;1,20
WYN;389;2013;1,43
WYN;389;2014;1,57
WYN;389;2015;1,40
WYN;389;2016;1,38
XEC;390;2012;0,94
XEC;390;2013;1,42
XEC;390;2014;1,22
XEC;390;2015;1,97
XEC;390;2016;3,30
XEL;391;2012;0,75
XEL;391;2013;0,75
XEL;391;2014;0,82
XEL;391;2015;0,82
XEL;391;2016;0,86
XLNX;392;2012;1,81
XLNX;392;2013;2,14
XLNX;392;2014;1,97
XLNX;392;2015;2,04
XLNX;392;2016;2,71
XOM;393;2012;1,19
XOM;393;2013;1,32
XOM;393;2014;1,18
XOM;393;2015;0,99
XOM;393;2016;1,24
XRX;394;2012;0,36
XRX;394;2013;0,49
XRX;394;2014;0,51
XRX;394;2015;0,47
XRX;394;2016;0,49
YHOO;395;2012;
YHOO;395;2013;
YHOO;395;2014;
YHOO;395;2015;
YHOO;395;2016;
YUM;396;2012;2,75
YUM;396;2013;3,17
YUM;396;2014;3,19
YUM;396;2015;3,28
YUM;396;2016;5,75
ZBH;397;2012;1,15
ZBH;397;2013;1,50
ZBH;397;2014;1,80
ZBH;397;2015;1,03
ZBH;397;2016;1,09
